datetime,open,high,low,close,volume
2026-09-04T20:00:00Z,79762.0,79834.0,79635.0,79670.0,521.00793
2026-09-04T21:00:00Z,79670.0,79790.0,79476.0,79588.0,453.0757
2026-09-04T22:00:00Z,79588.0,79677.0,79583.0,79593.0,299.1493
2026-09-04T23:00:00Z,79594.0,79730.0,79549.0,79623.0,416.27528
2026-09-05T00:00:00Z,79624.0,79689.0,79525.0,79539.0,399.82136
2026-09-05T01:00:00Z,79538.0,79691.0,79490.0,79490.0,1894.8917
2026-09-05T02:00:00Z,79491.0,79590.0,79439.0,79544.0,193.24821
2026-09-05T03:00:00Z,79544.0,79601.0,79483.0,79547.0,73.67551
2026-09-05T04:00:00Z,79547.0,79559.0,79460.0,79463.0,282.9147
2026-09-05T05:00:00Z,79464.0,79567.0,79413.0,79555.0,187.38559
2026-09-05T06:00:00Z,79556.0,79683.0,79555.0,79614.0,211.26384
2026-09-05T07:00:00Z,79614.0,79731.0,79610.0,79679.0,213.55621
2026-09-05T08:00:00Z,79679.0,79693.0,79536.0,79621.0,172.21508
2026-09-05T09:00:00Z,79622.0,79723.0,79586.0,79592.0,160.16016
2026-09-05T10:00:00Z,79591.0,79618.0,79555.0,79584.0,121.49075
2026-09-05T11:00:00Z,79584.0,79618.0,79570.0,79571.0,205.35728
2026-09-05T12:00:00Z,79571.0,79729.0,79570.0,79668.0,129.55143
2026-09-05T13:00:00Z,79669.0,79738.0,79497.0,79581.0,420.8403
2026-09-05T14:00:00Z,79582.0,79719.0,79581.0,79681.0,133.17971
2026-09-05T15:00:00Z,79682.0,79788.0,79648.0,79765.0,393.72305
2026-09-05T16:00:00Z,79764.0,80192.0,79728.0,80012.0,2005.11644
2026-09-05T17:00:00Z,80013.0,80146.0,79966.0,80040.0,798.3908
