datetime,inflow_mean,inflow_top10,inflow_total
2023-09-19T17:00:00Z,0.31996099,294.23538176,357.71638947
2023-09-19T18:00:00Z,0.08548587,31.28994545,82.57935062
2023-09-19T19:00:00Z,1.0578083,917.58425205,1140.31735022
2023-09-19T20:00:00Z,0.99173478,1146.31789982,1401.32123736
2023-09-19T21:00:00Z,0.08382301,38.75660915,78.20686735
2023-09-19T22:00:00Z,0.1560261,65.99052771,147.44466872
2023-09-19T23:00:00Z,0.59416063,384.70743691,455.72119949
2023-09-20T00:00:00Z,0.42748096,196.40547832,246.22903308
2023-09-20T01:00:00Z,0.12905768,39.66551278,59.1084163
2023-09-20T02:00:00Z,3.6368798,1934.29244143,2142.12220385
2023-09-20T03:00:00Z,0.67400752,208.77169767,231.85858639
2023-09-20T04:00:00Z,1.33308912,697.00941667,854.51012832
2023-09-20T05:00:00Z,0.09134188,30.30950142,53.89170842
2023-09-20T06:00:00Z,1.57522291,792.51095807,890.00094332
2023-09-20T07:00:00Z,0.2777159,199.68328803,263.27467166
2023-09-20T08:00:00Z,0.14913187,78.91688839,108.41886739
2023-09-20T09:00:00Z,0.82188761,675.15081649,776.68378784
2023-09-20T10:00:00Z,0.08888023,51.84704604,87.81366959
2023-09-20T11:00:00Z,1.09297509,608.82609483,1003.35113294
2023-09-20T12:00:00Z,0.79386951,636.33485379,874.84420159
2023-09-20T13:00:00Z,0.09593411,42.40736063,79.72124366
2023-09-20T14:00:00Z,0.64139361,592.69185627,800.45922258
2023-09-20T15:00:00Z,0.14396896,129.57749795,224.01569509
2023-09-20T16:00:00Z,0.05534255,17.50253096,43.49924173
2023-09-20T17:00:00Z,0.0856736,23.72105153,43.95055623
2023-09-20T18:00:00Z,0.537595,609.70003065,1159.05481012
2023-09-20T19:00:00Z,0.14754163,86.14782851,129.39400672
2023-09-20T20:00:00Z,0.35813949,163.37417943,190.1720692
2023-09-20T21:00:00Z,0.6072772,798.91323969,938.2432789
2023-09-20T22:00:00Z,0.15665211,70.66519348,99.31744049
2023-09-20T23:00:00Z,0.64008269,454.79812995,533.18888262
2023-09-21T00:00:00Z,0.68335805,372.3780187,421.63191977
2023-09-21T01:00:00Z,0.23759806,68.3382772,108.819911
2023-09-21T02:00:00Z,1.51339468,467.20702488,572.06318779
2023-09-21T03:00:00Z,0.31630378,119.71707099,171.75295262
2023-09-21T04:00:00Z,0.16835149,27.63184232,34.17535322
2023-09-21T05:00:00Z,0.6986255,431.85908091,568.68115561
2023-09-21T06:00:00Z,0.69186178,391.39542861,467.00669825
2023-09-21T07:00:00Z,0.11290645,36.26267568,70.00199762
2023-09-21T08:00:00Z,0.08408161,27.86593608,38.76162061
2023-09-21T09:00:00Z,0.79588133,474.51717501,612.82862764
2023-09-21T10:00:00Z,0.68473571,677.29205388,1024.36462796
2023-09-21T11:00:00Z,0.60081719,524.99203888,576.78449879
2023-09-21T12:00:00Z,0.57638227,482.38074353,610.96520942
2023-09-21T13:00:00Z,0.10297517,61.74719231,110.80127865
2023-09-21T14:00:00Z,0.07259236,22.2657824,42.82949389
2023-09-21T15:00:00Z,1.19044098,1442.2321123,1920.1812949
2023-09-21T16:00:00Z,0.74103173,574.33996355,666.18752102
2023-09-21T17:00:00Z,0.40072786,394.50968967,492.89526861
2023-09-21T18:00:00Z,0.51287255,508.02673224,631.85898478
2023-09-21T19:00:00Z,0.11888109,92.47893853,141.5873759
2023-09-21T20:00:00Z,0.04508024,9.62719978,37.28135903
2023-09-21T21:00:00Z,0.73871853,637.82437965,813.32909802
2023-09-21T22:00:00Z,0.70845162,411.74935559,439.24000161
2023-09-21T23:00:00Z,0.2512274,131.5025177,177.61776951
2023-09-22T00:00:00Z,0.34726365,183.51731292,220.51241896
2023-09-22T01:00:00Z,0.21660386,86.63993189,134.944206
2023-09-22T02:00:00Z,1.02410236,427.19564601,494.64144228
2023-09-22T03:00:00Z,0.13618689,25.58280328,35.68096619
2023-09-22T04:00:00Z,0.76800888,325.11611763,393.9885558
2023-09-22T05:00:00Z,0.15923592,62.27221634,73.72622938
2023-09-22T06:00:00Z,0.81398557,455.84593602,502.22909958
2023-09-22T07:00:00Z,0.14697822,85.82928208,120.08120724
2023-09-22T08:00:00Z,3.83388065,3164.82863558,3343.1439284
2023-09-22T09:00:00Z,0.55674743,380.80099372,414.22008914
2023-09-22T10:00:00Z,0.70965859,601.98763768,696.17507812
2023-09-22T11:00:00Z,0.06668838,24.47756511,56.35168315
2023-09-22T12:00:00Z,0.5916625,596.24153815,765.61127082
2023-09-22T13:00:00Z,0.09021101,63.74397246,103.74266258
2023-09-22T14:00:00Z,0.74204946,590.73384256,808.09186536
2023-09-22T15:00:00Z,0.17227007,118.12366914,144.53459027
2023-09-22T16:00:00Z,0.25472037,212.16785816,295.9850673
2023-09-22T17:00:00Z,0.06293266,12.47715042,58.65323895
2023-09-22T18:00:00Z,0.49185735,329.30124692,360.03958359
2023-09-22T19:00:00Z,0.79527114,583.02189372,642.57908155
2023-09-22T20:00:00Z,0.08743501,47.18674748,93.11828654
2023-09-22T21:00:00Z,0.28528045,287.18370837,364.01785628
2023-09-22T22:00:00Z,0.0,0.0,0.0
2023-09-22T23:00:00Z,0.23656867,423.38476503,577.93726858
2023-09-23T00:00:00Z,0.88942627,433.63384465,591.46847116
2023-09-23T01:00:00Z,0.10287851,32.12133254,52.15940651
2023-09-23T02:00:00Z,0.59228051,280.22719148,335.82304804
2023-09-23T03:00:00Z,0.22385276,84.86184658,102.07685792
2023-09-23T04:00:00Z,0.67622529,264.06910377,308.35873229
2023-09-23T05:00:00Z,0.03735449,7.15399528,17.70602831
2023-09-23T06:00:00Z,0.83904998,583.04911889,709.83628095
2023-09-23T07:00:00Z,0.0410294,10.93437264,24.74072937
2023-09-23T08:00:00Z,0.34328116,248.01617495,283.89351582
2023-09-23T09:00:00Z,0.04789089,21.44064868,39.65365922
2023-09-23T10:00:00Z,0.44523688,469.90033998,522.70809432
2023-09-23T11:00:00Z,0.04868119,19.9503475,42.59604335
2023-09-23T12:00:00Z,0.61610419,374.42712663,426.96020284
2023-09-23T13:00:00Z,0.10855936,67.23663063,95.42367465
2023-09-23T14:00:00Z,0.41391739,417.89524116,488.42252428
2023-09-23T15:00:00Z,0.05305871,18.37104292,45.31213948
2023-09-23T16:00:00Z,0.04366369,12.28477928,26.5475227
2023-09-23T17:00:00Z,0.03259771,7.27039283,32.89108965
2023-09-23T18:00:00Z,0.22403777,115.40956733,159.29085628
2023-09-23T19:00:00Z,0.43098385,381.2462111,536.14390864
2023-09-23T20:00:00Z,0.1178434,87.49164936,121.26086316
2023-09-23T21:00:00Z,0.11359776,75.89115485,132.11419466
2023-09-23T22:00:00Z,0.21376486,100.44521948,137.66456997
2023-09-23T23:00:00Z,0.10256731,41.47795328,63.69429791
2023-09-24T00:00:00Z,0.07047648,13.07508276,31.78489101
2023-09-24T01:00:00Z,1.53485678,464.50239853,485.0147418
