datetime,open,high,low,close,volume,turnover
2025-12-01T11:00:00Z,86601.0,86660.0,86076.2,86087.8,3730.159,322074466.3809
2025-12-01T12:00:00Z,86087.8,86188.2,84709.0,85392.7,10533.386,900053989.0912
2025-12-01T13:00:00Z,85392.7,86127.3,85308.1,85950.0,7235.14,621128498.8974
2025-12-01T14:00:00Z,85950.0,86639.6,85807.9,86010.3,8018.037,690863617.2085
2025-12-01T15:00:00Z,86010.3,86089.2,83755.3,84641.3,14653.004,1242415672.8456
2025-12-01T16:00:00Z,84641.3,85439.7,83989.1,84530.0,11235.369,951515860.1689
2025-12-01T17:00:00Z,84530.0,85221.0,84385.2,84894.9,4696.504,398269416.8585
2025-12-01T18:00:00Z,84894.9,85540.5,84660.0,85156.4,4153.018,353461104.615
2025-12-01T19:00:00Z,85156.4,85256.5,84545.4,84975.9,2524.738,214230264.8411
2025-12-01T20:00:00Z,84975.9,85792.8,84961.5,85464.8,4386.6,374801138.2676
2025-12-01T21:00:00Z,85464.8,86449.8,85446.6,86384.3,6735.178,580152488.3086
2025-12-01T22:00:00Z,86384.3,86834.2,86231.1,86542.4,4107.87,355632503.1803
2025-12-01T23:00:00Z,86542.4,86792.5,86208.8,86244.1,2107.381,182345573.4087
2025-12-02T00:00:00Z,86244.1,86649.3,86148.4,86476.9,2548.711,220121647.1382
2025-12-02T01:00:00Z,86476.9,87325.1,86330.6,86415.5,4459.382,387095577.1243
2025-12-02T02:00:00Z,86415.5,86820.0,86227.1,86507.1,1973.364,170891374.3949
2025-12-02T03:00:00Z,86507.1,87067.0,86164.4,86938.9,4418.753,382744313.4662
2025-12-02T04:00:00Z,86938.9,87237.6,86860.3,86928.4,2560.239,222776505.6889
2025-12-02T05:00:00Z,86928.4,87079.3,86770.4,86969.3,1127.097,97976938.6549
2025-12-02T06:00:00Z,86969.3,87158.3,86820.6,87047.7,1177.505,102427888.5349
2025-12-02T07:00:00Z,87047.7,87086.7,86848.4,86963.1,1080.25,93922500.8693
2025-12-02T08:00:00Z,86963.1,87016.0,86252.1,86433.8,5368.838,464580249.297
2025-12-02T09:00:00Z,86433.8,86973.3,86414.4,86735.5,2902.113,251649786.3304
2025-12-02T10:00:00Z,86735.5,87581.1,86730.0,87237.4,2924.673,254959025.9113
2025-12-02T11:00:00Z,87237.4,87662.4,86928.2,87325.4,2904.886,253566466.4592
2025-12-02T12:00:00Z,87325.4,87518.6,87159.8,87225.5,1879.4,164096838.1695
2025-12-02T13:00:00Z,87225.5,87841.6,87006.4,87692.3,3344.657,292580789.7534
2025-12-02T14:00:00Z,87692.3,89249.7,87560.0,89229.2,12956.957,1147733985.1238
2025-12-02T15:00:00Z,89229.2,91176.5,89227.4,90780.8,18210.657,1645034695.3506
2025-12-02T16:00:00Z,90780.8,91270.4,90156.3,90698.2,8169.291,740893126.8105
2025-12-02T17:00:00Z,90698.2,91977.3,90685.7,91399.9,7591.037,694229691.3986
2025-12-02T18:00:00Z,91399.9,92190.0,91313.9,91896.1,5343.125,490687992.771
2025-12-02T19:00:00Z,91896.1,92298.9,91793.4,91855.2,3662.488,337088779.8045
2025-12-02T20:00:00Z,91855.2,91887.3,90674.9,90981.0,6526.423,595260270.6667
2025-12-02T21:00:00Z,90981.0,91591.1,90918.5,91512.3,2534.646,231418622.5062
2025-12-02T22:00:00Z,91512.3,91960.0,91469.3,91937.0,2731.725,250535060.9917
2025-12-02T23:00:00Z,91937.0,91947.7,91231.6,91241.7,2136.053,195582893.0417
