datetime,open,high,low,close,volume
2023-11-27T03:00:00Z,37320.8,37338.0,37189.6,37313.8,2471.808
2023-11-27T04:00:00Z,37313.8,37401.8,37261.6,37383.1,1982.746
2023-11-27T05:00:00Z,37383.1,37408.7,37309.2,37318.3,1281.416
2023-11-27T06:00:00Z,37318.3,37434.1,37280.0,37283.4,1967.785
2023-11-27T07:00:00Z,37283.4,37352.6,37001.4,37288.5,6276.872
2023-11-27T08:00:00Z,37288.5,37417.2,37262.0,37346.0,2627.376
2023-11-27T09:00:00Z,37346.0,37478.3,37345.9,37375.1,2218.076
2023-11-27T10:00:00Z,37375.1,37375.1,36963.3,37112.5,8299.393
2023-11-27T11:00:00Z,37112.5,37153.9,36865.0,37035.3,9220.193
2023-11-27T12:00:00Z,37035.3,37106.0,36899.5,36978.1,4811.056
2023-11-27T13:00:00Z,36978.1,37048.8,36751.0,36963.3,9924.12
2023-11-27T14:00:00Z,36963.3,37024.3,36732.4,36822.1,6907.386
2023-11-27T15:00:00Z,36822.1,37091.0,36750.0,36760.8,7737.959
2023-11-27T16:00:00Z,36760.8,37135.9,36714.5,37089.4,7519.458
2023-11-27T17:00:00Z,37089.4,37153.0,36889.1,36924.2,5714.347
2023-11-27T18:00:00Z,36924.2,37088.9,36886.2,36976.4,2868.331
2023-11-27T19:00:00Z,36976.4,37073.7,36790.0,36888.1,3993.096
2023-11-27T20:00:00Z,36888.1,36969.2,36803.6,36807.3,2665.517
2023-11-27T21:00:00Z,36807.3,37080.0,36800.0,37040.7,3630.149
2023-11-27T22:00:00Z,37040.7,37106.5,36974.0,37091.5,1345.229
2023-11-27T23:00:00Z,37091.5,37298.2,37091.4,37256.0,7280.166
2023-11-28T00:00:00Z,37256.0,37371.8,37197.6,37272.2,4367.415
2023-11-28T01:00:00Z,37272.2,37283.0,37177.2,37212.4,2206.722
2023-11-28T02:00:00Z,37212.4,37229.3,37135.5,37195.1,1656.255
2023-11-28T03:00:00Z,37195.1,37219.8,37111.5,37144.9,1377.821
2023-11-28T04:00:00Z,37144.9,37160.0,36970.0,36992.3,4270.604
2023-11-28T05:00:00Z,36992.3,37012.0,36880.0,36918.4,3457.169
2023-11-28T06:00:00Z,36918.4,37131.9,36892.1,37105.4,3185.169
2023-11-28T07:00:00Z,37105.4,37156.4,36978.0,37105.3,2388.089
2023-11-28T08:00:00Z,37105.3,37121.7,36937.0,36944.2,2745.94
2023-11-28T09:00:00Z,36944.2,37154.9,36933.0,37092.2,2922.48
2023-11-28T10:00:00Z,37092.2,37127.7,37020.1,37122.0,2005.828
2023-11-28T11:00:00Z,37122.0,37269.5,37088.4,37261.4,4433.818
